ts_server,watt,voltage,current,frequency,energy_kwh,pf,source,timestamp
1766875654264,22.5,228.8,0.105,50.0,4.456,0.94,json_import,2025-12-27 22:47:34.264
1766875954244,22.3,227.3,0.104,50.0,4.458,0.94,json_import,2025-12-27 22:52:34.244
1766876254421,22.0,224.39999,0.104,50.0,4.46,0.94,json_import,2025-12-27 22:57:34.421
1766876554240,22.2,225.5,0.104,50.0,4.461,0.95,json_import,2025-12-27 23:02:34.240
1766876854260,22.1,225.8,0.104,50.0,4.463,0.94,json_import,2025-12-27 23:07:34.260
1766877154935,25.0,226.60001,0.118,50.0,4.465,0.93,json_import,2025-12-27 23:12:34.935
1766877454267,22.6,222.89999,0.104,50.0,4.467,0.97,json_import,2025-12-27 23:17:34.267
1766877754274,23.1,228.8,0.105,50.0,4.469,0.96,json_import,2025-12-27 23:22:34.274
1766878054409,22.9,226.8,0.105,50.0,4.471,0.96,json_import,2025-12-27 23:27:34.409
1766878354256,20.6,225.8,0.093,50.0,4.473,0.98,json_import,2025-12-27 23:32:34.256
1766878654278,20.1,226.60001,0.091,50.0,4.474,0.97,json_import,2025-12-27 23:37:34.278
1766878954320,20.4,225.0,0.093,50.0,4.476,0.97,json_import,2025-12-27 23:42:34.320
1766879254290,20.7,229.10001,0.093,50.0,4.478,0.97,json_import,2025-12-27 23:47:34.290
1766879554298,20.5,227.3,0.093,50.0,4.48,0.97,json_import,2025-12-27 23:52:34.298
1766879854430,20.5,225.7,0.093,50.0,4.481,0.98,json_import,2025-12-27 23:57:34.430
1766880154315,20.4,225.0,0.093,50.0,4.483,0.97,json_import,2025-12-28 00:02:34.315
1766880454322,20.4,227.60001,0.093,50.0,4.485,0.96,json_import,2025-12-28 00:07:34.322
1766880755044,20.3,228.60001,0.092,49.9,4.486,0.97,json_import,2025-12-28 00:12:35.044
1766881054311,22.6,225.89999,0.104,50.0,4.488,0.96,json_import,2025-12-28 00:17:34.311
1766881354321,22.5,226.39999,0.103,50.0,4.49,0.96,json_import,2025-12-28 00:22:34.321
1766881654440,22.4,225.2,0.103,50.0,4.492,0.97,json_import,2025-12-28 00:27:34.440
1766881954332,25.1,225.10001,0.119,50.0,4.494,0.94,json_import,2025-12-28 00:32:34.332
1766882254344,22.9,225.8,0.108,50.0,4.496,0.94,json_import,2025-12-28 00:37:34.344
1766882554359,22.9,227.7,0.107,50.0,4.498,0.94,json_import,2025-12-28 00:42:34.359
1766882854330,22.9,228.0,0.107,50.0,4.5,0.94,json_import,2025-12-28 00:47:34.330
1766883154361,22.8,225.5,0.107,50.0,4.502,0.94,json_import,2025-12-28 00:52:34.361
